ID,target
TEST_07308,12.0
TEST_07309,2.0
TEST_07310,11.0
TEST_07311,13.0
TEST_07312,10.0
TEST_07313,10.0
TEST_07314,3.0
TEST_07315,11.0
TEST_07316,11.0
TEST_07317,10.0
TEST_07318,11.0
TEST_07319,3.0
TEST_07320,11.0
TEST_07321,11.0
TEST_07322,10.0
TEST_07323,11.0
TEST_07324,10.0
TEST_07325,3.0
TEST_07326,10.0
TEST_07327,11.0
TEST_07328,2.0
TEST_07329,10.0
TEST_07330,14.0
TEST_07331,10.0
TEST_07332,10.0
TEST_07333,10.0
TEST_07334,2.0
TEST_07335,9.0
TEST_07336,12.0
TEST_07337,7.0
TEST_07338,11.0
TEST_07339,10.0
TEST_07340,10.0
TEST_07341,11.0
TEST_07342,11.0
TEST_07343,10.0
TEST_07344,10.0
TEST_07345,10.0
TEST_07346,10.0
TEST_07347,11.0
TEST_07348,18.0
TEST_07349,11.0
TEST_07350,11.0
TEST_07351,11.0
TEST_07352,8.0
TEST_07353,11.0
TEST_07354,2.0
TEST_07355,10.0
TEST_07356,13.0
TEST_07357,2.0
TEST_07358,9.0
TEST_07359,11.0
TEST_07360,10.0
TEST_07361,10.0
TEST_07362,10.0
TEST_07363,18.0
TEST_07364,11.0
TEST_07365,10.0
TEST_07366,17.0
TEST_07367,10.0
TEST_07368,10.0
TEST_07369,11.0
TEST_07370,10.0
TEST_07371,10.0
TEST_07372,10.0
TEST_07373,10.0
TEST_07374,11.0
TEST_07375,10.0
TEST_07376,11.0
TEST_07377,10.0
TEST_07378,7.0
TEST_07379,21.0
TEST_07380,10.0
TEST_07381,11.0
TEST_07382,11.0
TEST_07383,10.0
TEST_07384,10.0
TEST_07385,10.0
TEST_07386,13.0
TEST_07387,11.0
TEST_07388,10.0
TEST_07389,10.0
TEST_07390,7.0
TEST_07391,10.0
TEST_07392,11.0
TEST_07393,11.0
TEST_07394,2.0
TEST_07395,11.0
TEST_07396,1.0
TEST_07397,10.0
TEST_07398,10.0
TEST_07399,10.0
TEST_07400,11.0
TEST_07401,11.0
TEST_07402,11.0
TEST_07403,11.0
TEST_07404,12.0
TEST_07405,6.0
TEST_07406,10.0
TEST_07407,7.0
TEST_07408,6.0
TEST_07409,10.0
TEST_07410,10.0
TEST_07411,10.0
TEST_07412,10.0
TEST_07413,11.0
TEST_07414,10.0
TEST_07415,11.0
TEST_07416,6.0
TEST_07417,17.0
TEST_07418,11.0
TEST_07419,11.0
TEST_07420,7.0
TEST_07421,11.0
TEST_07422,10.0
TEST_07423,12.0
TEST_07424,7.0
TEST_07425,1.0
TEST_07426,7.0
TEST_07427,10.0
TEST_07428,10.0
TEST_07429,17.0
TEST_07430,0.0
TEST_07431,10.0
TEST_07432,11.0
TEST_07433,11.0
TEST_07434,11.0
TEST_07435,12.0
TEST_07436,10.0
TEST_07437,11.0
TEST_07438,10.0
TEST_07439,10.0
TEST_07440,10.0
TEST_07441,5.0
TEST_07442,16.0
TEST_07443,11.0
TEST_07444,9.0
TEST_07445,9.0
TEST_07446,16.0
TEST_07447,10.0
TEST_07448,10.0
TEST_07449,10.0
TEST_07450,10.0
TEST_07451,11.0
TEST_07452,10.0
TEST_07453,11.0
TEST_07454,11.0
TEST_07455,6.0
TEST_07456,10.0
TEST_07457,2.0
TEST_07458,11.0
TEST_07459,10.0
TEST_07460,9.0
TEST_07461,12.0
TEST_07462,8.0
TEST_07463,11.0
TEST_07464,11.0
TEST_07465,10.0
TEST_07466,10.0
TEST_07467,10.0
TEST_07468,10.0
TEST_07469,10.0
TEST_07470,11.0
TEST_07471,20.0
TEST_07472,10.0
TEST_07473,9.0
TEST_07474,8.0
TEST_07475,11.0
TEST_07476,14.0
TEST_07477,10.0
TEST_07478,9.0
TEST_07479,10.0
TEST_07480,2.0
TEST_07481,17.0
TEST_07482,10.0
TEST_07483,10.0
TEST_07484,11.0
TEST_07485,10.0
TEST_07486,10.0
TEST_07487,11.0
TEST_07488,7.0
TEST_07489,8.0
TEST_07490,9.0
TEST_07491,11.0
TEST_07492,10.0
TEST_07493,10.0
TEST_07494,7.0
TEST_07495,11.0
TEST_07496,11.0
TEST_07497,4.0
TEST_07498,11.0
TEST_07499,10.0
TEST_07500,10.0
TEST_07501,18.0
TEST_07502,11.0
TEST_07503,10.0
TEST_07504,9.0
TEST_07505,11.0
TEST_07506,12.0
TEST_07507,11.0
TEST_07508,11.0
TEST_07509,9.0
TEST_07510,11.0
TEST_07511,11.0
TEST_07512,10.0
TEST_07513,11.0
TEST_07514,10.0
TEST_07515,9.0
TEST_07516,13.0
TEST_07517,11.0
TEST_07518,10.0
TEST_07519,11.0
TEST_07520,11.0
TEST_07521,11.0
TEST_07522,11.0
TEST_07523,11.0
TEST_07524,10.0
TEST_07525,10.0
TEST_07526,1.0
TEST_07527,12.0
TEST_07528,9.0
TEST_07529,9.0
TEST_07530,10.0
TEST_07531,10.0
TEST_07532,11.0
TEST_07533,10.0
TEST_07534,9.0
TEST_07535,10.0
TEST_07536,11.0
TEST_07537,4.0
TEST_07538,11.0
TEST_07539,10.0
TEST_07540,11.0
TEST_07541,10.0
TEST_07542,11.0
TEST_07543,10.0
TEST_07544,10.0
TEST_07545,8.0
TEST_07546,7.0
TEST_07547,8.0
TEST_07548,11.0
TEST_07549,11.0
TEST_07550,15.0
TEST_07551,13.0
TEST_07552,11.0
TEST_07553,11.0
TEST_07554,10.0
TEST_07555,10.0
TEST_07556,11.0
TEST_07557,11.0
TEST_07558,10.0
TEST_07559,11.0
TEST_07560,11.0
TEST_07561,10.0
TEST_07562,10.0
TEST_07563,11.0
TEST_07564,11.0
TEST_07565,3.0
TEST_07566,11.0
TEST_07567,2.0
TEST_07568,10.0
TEST_07569,10.0
TEST_07570,17.0
TEST_07571,11.0
TEST_07572,11.0
TEST_07573,11.0
TEST_07574,11.0
TEST_07575,10.0
TEST_07576,2.0
TEST_07577,11.0
TEST_07578,2.0
TEST_07579,12.0
TEST_07580,10.0
TEST_07581,15.0
TEST_07582,11.0
TEST_07583,8.0
TEST_07584,7.0
TEST_07585,10.0
TEST_07586,21.0
TEST_07587,11.0
TEST_07588,5.0
TEST_07589,11.0
TEST_07590,12.0
TEST_07591,11.0
TEST_07592,6.0
TEST_07593,10.0
TEST_07594,8.0
TEST_07595,10.0
TEST_07596,11.0
TEST_07597,10.0
TEST_07598,2.0
TEST_07599,11.0
TEST_07600,10.0
TEST_07601,11.0
TEST_07602,7.0
TEST_07603,11.0
TEST_07604,13.0
TEST_07605,10.0
TEST_07606,11.0
TEST_07607,10.0
TEST_07608,1.0
TEST_07609,9.0
TEST_07610,10.0
TEST_07611,11.0
TEST_07612,11.0
TEST_07613,10.0
TEST_07614,10.0
TEST_07615,10.0
TEST_07616,11.0
TEST_07617,10.0
TEST_07618,10.0
TEST_07619,2.0
TEST_07620,2.0
TEST_07621,7.0
TEST_07622,11.0
TEST_07623,11.0
TEST_07624,11.0
TEST_07625,17.0
TEST_07626,3.0
TEST_07627,9.0
TEST_07628,9.0
TEST_07629,9.0
TEST_07630,11.0
TEST_07631,10.0
TEST_07632,17.0
TEST_07633,11.0
TEST_07634,7.0
TEST_07635,11.0
TEST_07636,9.0
TEST_07637,13.0
TEST_07638,10.0
TEST_07639,11.0
TEST_07640,10.0
TEST_07641,11.0
TEST_07642,10.0
TEST_07643,2.0
TEST_07644,5.0
TEST_07645,3.0
TEST_07646,5.0
TEST_07647,10.0
TEST_07648,11.0
TEST_07649,18.0
TEST_07650,10.0
TEST_07651,6.0
TEST_07652,11.0
TEST_07653,11.0
TEST_07654,10.0
TEST_07655,10.0
TEST_07656,8.0
TEST_07657,18.0
TEST_07658,1.0
TEST_07659,11.0
TEST_07660,2.0
TEST_07661,10.0
TEST_07662,11.0
TEST_07663,14.0
TEST_07664,10.0
TEST_07665,11.0
TEST_07666,18.0
TEST_07667,10.0
TEST_07668,11.0
TEST_07669,6.0
TEST_07670,11.0
TEST_07671,3.0
TEST_07672,10.0
TEST_07673,11.0
TEST_07674,19.0
TEST_07675,10.0
TEST_07676,10.0
TEST_07677,11.0
TEST_07678,10.0
TEST_07679,11.0
TEST_07680,10.0
TEST_07681,3.0
TEST_07682,10.0
TEST_07683,10.0
TEST_07684,3.0
TEST_07685,5.0
TEST_07686,11.0
TEST_07687,15.0
TEST_07688,11.0
TEST_07689,10.0
TEST_07690,12.0
TEST_07691,3.0
TEST_07692,9.0
TEST_07693,11.0
TEST_07694,11.0
TEST_07695,12.0
TEST_07696,9.0
TEST_07697,11.0
TEST_07698,7.0
TEST_07699,1.0
TEST_07700,10.0
TEST_07701,13.0
TEST_07702,11.0
TEST_07703,10.0
TEST_07704,13.0
TEST_07705,10.0
TEST_07706,10.0
TEST_07707,2.0
TEST_07708,11.0
TEST_07709,9.0
TEST_07710,9.0
TEST_07711,10.0
TEST_07712,16.0
TEST_07713,11.0
TEST_07714,11.0
TEST_07715,9.0
TEST_07716,11.0
TEST_07717,10.0
TEST_07718,10.0
TEST_07719,10.0
TEST_07720,11.0
TEST_07721,11.0
TEST_07722,10.0
TEST_07723,10.0
TEST_07724,11.0
TEST_07725,10.0
TEST_07726,17.0
TEST_07727,2.0
TEST_07728,6.0
TEST_07729,10.0
TEST_07730,11.0
TEST_07731,10.0
TEST_07732,11.0
TEST_07733,17.0
TEST_07734,8.0
TEST_07735,11.0
TEST_07736,9.0
TEST_07737,6.0
TEST_07738,10.0
TEST_07739,11.0
TEST_07740,10.0
TEST_07741,11.0
TEST_07742,10.0
TEST_07743,10.0
TEST_07744,11.0
TEST_07745,14.0
TEST_07746,10.0
TEST_07747,10.0
TEST_07748,3.0
TEST_07749,11.0
TEST_07750,11.0
TEST_07751,11.0
TEST_07752,2.0
TEST_07753,11.0
TEST_07754,11.0
TEST_07755,15.0
TEST_07756,11.0
TEST_07757,11.0
TEST_07758,5.0
TEST_07759,9.0
TEST_07760,11.0
TEST_07761,11.0
TEST_07762,11.0
TEST_07763,8.0
TEST_07764,3.0
TEST_07765,10.0
TEST_07766,10.0
TEST_07767,10.0
TEST_07768,11.0
TEST_07769,11.0
TEST_07770,10.0
TEST_07771,11.0
TEST_07772,10.0
TEST_07773,10.0
TEST_07774,12.0
TEST_07775,3.0
TEST_07776,7.0
TEST_07777,11.0
TEST_07778,12.0
TEST_07779,10.0
TEST_07780,11.0
TEST_07781,12.0
TEST_07782,7.0
TEST_07783,14.0
TEST_07784,12.0
TEST_07785,11.0
TEST_07786,10.0
TEST_07787,19.0
TEST_07788,2.0
TEST_07789,12.0
TEST_07790,10.0
TEST_07791,11.0
TEST_07792,12.0
TEST_07793,10.0
TEST_07794,11.0
TEST_07795,17.0
TEST_07796,10.0
TEST_07797,9.0
TEST_07798,9.0
TEST_07799,10.0
TEST_07800,9.0
TEST_07801,10.0
TEST_07802,15.0
TEST_07803,13.0
TEST_07804,10.0
TEST_07805,10.0
TEST_07806,10.0
TEST_07807,3.0
TEST_07808,11.0
TEST_07809,11.0
TEST_07810,9.0
TEST_07811,3.0
TEST_07812,10.0
TEST_07813,9.0
TEST_07814,11.0
TEST_07815,16.0
TEST_07816,11.0
TEST_07817,16.0
TEST_07818,11.0
TEST_07819,10.0
TEST_07820,11.0
TEST_07821,10.0
TEST_07822,15.0
TEST_07823,10.0
TEST_07824,11.0
TEST_07825,10.0
TEST_07826,11.0
TEST_07827,3.0
TEST_07828,14.0
TEST_07829,10.0
TEST_07830,10.0
TEST_07831,11.0
TEST_07832,14.0
TEST_07833,11.0
TEST_07834,3.0
TEST_07835,10.0
TEST_07836,13.0
TEST_07837,11.0
TEST_07838,10.0
TEST_07839,11.0
TEST_07840,9.0
TEST_07841,10.0
TEST_07842,11.0
TEST_07843,10.0
TEST_07844,10.0
TEST_07845,10.0
TEST_07846,10.0
TEST_07847,15.0
TEST_07848,11.0
TEST_07849,5.0
TEST_07850,18.0
TEST_07851,11.0
TEST_07852,14.0
TEST_07853,10.0
TEST_07854,2.0
TEST_07855,10.0
TEST_07856,1.0
TEST_07857,3.0
TEST_07858,9.0
TEST_07859,4.0
TEST_07860,11.0
TEST_07861,10.0
TEST_07862,10.0
TEST_07863,14.0
TEST_07864,11.0
TEST_07865,10.0
TEST_07866,9.0
TEST_07867,10.0
TEST_07868,10.0
TEST_07869,14.0
TEST_07870,11.0
TEST_07871,10.0
TEST_07872,11.0
TEST_07873,11.0
TEST_07874,11.0
TEST_07875,9.0
TEST_07876,8.0
TEST_07877,11.0
TEST_07878,15.0
TEST_07879,10.0
TEST_07880,3.0
TEST_07881,10.0
TEST_07882,10.0
TEST_07883,12.0
TEST_07884,10.0
TEST_07885,11.0
TEST_07886,10.0
TEST_07887,11.0
TEST_07888,11.0
TEST_07889,11.0
TEST_07890,2.0
TEST_07891,3.0
TEST_07892,3.0
TEST_07893,11.0
TEST_07894,8.0
TEST_07895,11.0
TEST_07896,10.0
TEST_07897,5.0
TEST_07898,10.0
TEST_07899,11.0
TEST_07900,9.0
TEST_07901,4.0
TEST_07902,12.0
TEST_07903,10.0
TEST_07904,11.0
TEST_07905,10.0
TEST_07906,11.0
TEST_07907,11.0
TEST_07908,11.0
TEST_07909,2.0
TEST_07910,11.0
TEST_07911,10.0
TEST_07912,10.0
TEST_07913,11.0
TEST_07914,10.0
TEST_07915,10.0
TEST_07916,10.0
TEST_07917,12.0
TEST_07918,9.0
TEST_07919,11.0
TEST_07920,8.0
TEST_07921,11.0
TEST_07922,10.0
TEST_07923,11.0
TEST_07924,10.0
TEST_07925,11.0
TEST_07926,2.0
TEST_07927,11.0
TEST_07928,10.0
TEST_07929,15.0
TEST_07930,10.0
TEST_07931,13.0
TEST_07932,10.0
TEST_07933,2.0
TEST_07934,10.0
TEST_07935,14.0
TEST_07936,7.0
TEST_07937,8.0
TEST_07938,17.0
TEST_07939,10.0
TEST_07940,17.0
TEST_07941,8.0
TEST_07942,5.0
TEST_07943,9.0
TEST_07944,2.0
TEST_07945,10.0
TEST_07946,8.0
TEST_07947,10.0
TEST_07948,8.0
TEST_07949,11.0
TEST_07950,10.0
TEST_07951,20.0
TEST_07952,15.0
TEST_07953,11.0
TEST_07954,10.0
TEST_07955,11.0
TEST_07956,11.0
TEST_07957,8.0
TEST_07958,11.0
TEST_07959,9.0
TEST_07960,5.0
TEST_07961,11.0
TEST_07962,10.0
TEST_07963,11.0
TEST_07964,10.0
TEST_07965,10.0
TEST_07966,10.0
TEST_07967,10.0
TEST_07968,10.0
TEST_07969,11.0
TEST_07970,10.0
TEST_07971,15.0
TEST_07972,10.0
TEST_07973,9.0
TEST_07974,10.0
TEST_07975,18.0
TEST_07976,14.0
TEST_07977,12.0
TEST_07978,10.0
TEST_07979,11.0
TEST_07980,14.0
TEST_07981,10.0
TEST_07982,12.0
TEST_07983,8.0
TEST_07984,4.0
TEST_07985,3.0
TEST_07986,13.0
TEST_07987,10.0
TEST_07988,11.0
TEST_07989,10.0
TEST_07990,9.0
TEST_07991,11.0
TEST_07992,2.0
TEST_07993,11.0
TEST_07994,7.0
TEST_07995,10.0
TEST_07996,10.0
TEST_07997,13.0
TEST_07998,10.0
TEST_07999,10.0
TEST_08000,10.0
TEST_08001,11.0
TEST_08002,10.0
TEST_08003,21.0
TEST_08004,11.0
TEST_08005,10.0
TEST_08006,12.0
TEST_08007,9.0
TEST_08008,9.0
TEST_08009,14.0
TEST_08010,3.0
TEST_08011,10.0
TEST_08012,10.0
TEST_08013,10.0
TEST_08014,10.0
TEST_08015,10.0
TEST_08016,2.0
TEST_08017,11.0
TEST_08018,3.0
TEST_08019,11.0
TEST_08020,7.0
TEST_08021,10.0
TEST_08022,3.0
TEST_08023,13.0
TEST_08024,2.0
TEST_08025,10.0
TEST_08026,8.0
TEST_08027,7.0
TEST_08028,10.0
TEST_08029,11.0
TEST_08030,10.0
TEST_08031,10.0
TEST_08032,12.0
TEST_08033,11.0
TEST_08034,11.0
TEST_08035,11.0
TEST_08036,8.0
TEST_08037,11.0
TEST_08038,10.0
TEST_08039,9.0
TEST_08040,6.0
TEST_08041,11.0
TEST_08042,9.0
TEST_08043,3.0
TEST_08044,11.0
TEST_08045,10.0
TEST_08046,10.0
TEST_08047,2.0
TEST_08048,11.0
TEST_08049,10.0
TEST_08050,7.0
TEST_08051,11.0
TEST_08052,13.0
TEST_08053,10.0
TEST_08054,10.0
TEST_08055,10.0
TEST_08056,7.0
TEST_08057,3.0
TEST_08058,10.0
TEST_08059,10.0
TEST_08060,10.0
TEST_08061,11.0
TEST_08062,11.0
TEST_08063,11.0
TEST_08064,11.0
TEST_08065,14.0
TEST_08066,1.0
TEST_08067,6.0
TEST_08068,10.0
TEST_08069,11.0
TEST_08070,11.0
TEST_08071,11.0
TEST_08072,15.0
TEST_08073,2.0
TEST_08074,11.0
TEST_08075,11.0
TEST_08076,9.0
TEST_08077,11.0
TEST_08078,11.0
TEST_08079,11.0
TEST_08080,11.0
TEST_08081,16.0
TEST_08082,10.0
TEST_08083,11.0
TEST_08084,10.0
TEST_08085,3.0
TEST_08086,10.0
TEST_08087,11.0
TEST_08088,11.0
TEST_08089,11.0
TEST_08090,7.0
TEST_08091,10.0
TEST_08092,11.0
TEST_08093,11.0
TEST_08094,17.0
TEST_08095,11.0
TEST_08096,8.0
TEST_08097,10.0
TEST_08098,10.0
TEST_08099,11.0
TEST_08100,2.0
TEST_08101,8.0
TEST_08102,10.0
TEST_08103,3.0
TEST_08104,11.0
TEST_08105,10.0
TEST_08106,11.0
TEST_08107,10.0
TEST_08108,4.0
TEST_08109,11.0
TEST_08110,10.0
TEST_08111,17.0
TEST_08112,3.0
TEST_08113,10.0
TEST_08114,11.0
TEST_08115,9.0
TEST_08116,10.0
TEST_08117,10.0
TEST_08118,8.0
TEST_08119,10.0
TEST_08120,10.0
TEST_08121,10.0
TEST_08122,9.0
TEST_08123,9.0
TEST_08124,10.0
TEST_08125,11.0
TEST_08126,10.0
TEST_08127,10.0
TEST_08128,3.0
TEST_08129,9.0
TEST_08130,11.0
TEST_08131,2.0
TEST_08132,11.0
TEST_08133,9.0
TEST_08134,10.0
TEST_08135,12.0
TEST_08136,11.0
TEST_08137,11.0
TEST_08138,11.0
TEST_08139,8.0
TEST_08140,11.0
TEST_08141,8.0
TEST_08142,11.0
TEST_08143,9.0
TEST_08144,12.0
TEST_08145,7.0
TEST_08146,11.0
TEST_08147,11.0
TEST_08148,8.0
TEST_08149,11.0
TEST_08150,10.0
TEST_08151,2.0
TEST_08152,10.0
TEST_08153,15.0
TEST_08154,11.0
TEST_08155,17.0
TEST_08156,10.0
TEST_08157,10.0
TEST_08158,11.0
TEST_08159,10.0
TEST_08160,10.0
TEST_08161,3.0
TEST_08162,1.0
TEST_08163,13.0
TEST_08164,9.0
TEST_08165,10.0
TEST_08166,10.0
TEST_08167,17.0
TEST_08168,11.0
TEST_08169,10.0
TEST_08170,10.0
TEST_08171,10.0
TEST_08172,10.0
TEST_08173,11.0
TEST_08174,12.0
TEST_08175,11.0
TEST_08176,11.0
TEST_08177,10.0
TEST_08178,16.0
TEST_08179,10.0
TEST_08180,10.0
TEST_08181,11.0
TEST_08182,7.0
TEST_08183,9.0
TEST_08184,11.0
TEST_08185,9.0
TEST_08186,12.0
TEST_08187,11.0
TEST_08188,17.0
TEST_08189,17.0
TEST_08190,5.0
TEST_08191,11.0
TEST_08192,10.0
TEST_08193,3.0
TEST_08194,10.0
TEST_08195,10.0
TEST_08196,9.0
TEST_08197,10.0
TEST_08198,15.0
TEST_08199,10.0
TEST_08200,7.0
TEST_08201,10.0
TEST_08202,13.0
TEST_08203,11.0
TEST_08204,8.0
TEST_08205,11.0
TEST_08206,11.0
TEST_08207,7.0
TEST_08208,13.0
TEST_08209,11.0
TEST_08210,11.0
TEST_08211,7.0
TEST_08212,10.0
TEST_08213,11.0
TEST_08214,11.0
TEST_08215,7.0
TEST_08216,11.0
TEST_08217,12.0
TEST_08218,10.0
TEST_08219,10.0
TEST_08220,3.0
TEST_08221,12.0
TEST_08222,11.0
TEST_08223,2.0
TEST_08224,11.0
TEST_08225,8.0
TEST_08226,12.0
TEST_08227,11.0
TEST_08228,10.0
TEST_08229,11.0
TEST_08230,9.0
TEST_08231,11.0
TEST_08232,11.0
TEST_08233,11.0
TEST_08234,10.0
TEST_08235,18.0
TEST_08236,11.0
TEST_08237,10.0
TEST_08238,10.0
TEST_08239,10.0
TEST_08240,11.0
TEST_08241,18.0
TEST_08242,10.0
TEST_08243,19.0
TEST_08244,11.0
TEST_08245,11.0
TEST_08246,10.0
TEST_08247,11.0
TEST_08248,10.0
TEST_08249,10.0
TEST_08250,11.0
TEST_08251,10.0
TEST_08252,16.0
TEST_08253,11.0
TEST_08254,11.0
TEST_08255,8.0
TEST_08256,10.0
TEST_08257,10.0
TEST_08258,3.0
TEST_08259,11.0
TEST_08260,6.0
TEST_08261,10.0
TEST_08262,10.0
TEST_08263,2.0
TEST_08264,3.0
TEST_08265,10.0
TEST_08266,10.0
TEST_08267,10.0
TEST_08268,10.0
TEST_08269,3.0
TEST_08270,10.0
TEST_08271,13.0
TEST_08272,11.0
TEST_08273,10.0
TEST_08274,11.0
TEST_08275,10.0
TEST_08276,11.0
TEST_08277,10.0
TEST_08278,20.0
TEST_08279,8.0
TEST_08280,16.0
TEST_08281,9.0
TEST_08282,14.0
TEST_08283,9.0
TEST_08284,10.0
TEST_08285,10.0
TEST_08286,10.0
TEST_08287,9.0
TEST_08288,16.0
TEST_08289,10.0
TEST_08290,17.0
TEST_08291,13.0
TEST_08292,11.0
TEST_08293,10.0
TEST_08294,5.0
TEST_08295,16.0
TEST_08296,1.0
TEST_08297,16.0
TEST_08298,10.0
TEST_08299,19.0
TEST_08300,8.0
TEST_08301,10.0
TEST_08302,11.0
TEST_08303,11.0
TEST_08304,13.0
TEST_08305,12.0
TEST_08306,13.0
TEST_08307,10.0
TEST_08308,7.0
TEST_08309,11.0
TEST_08310,13.0
TEST_08311,12.0
TEST_08312,15.0
TEST_08313,3.0
TEST_08314,12.0
TEST_08315,11.0
TEST_08316,11.0
TEST_08317,11.0
TEST_08318,10.0
TEST_08319,3.0
TEST_08320,11.0
TEST_08321,7.0
TEST_08322,5.0
TEST_08323,10.0
TEST_08324,11.0
TEST_08325,18.0
TEST_08326,10.0
TEST_08327,10.0
TEST_08328,10.0
TEST_08329,10.0
TEST_08330,11.0
TEST_08331,11.0
TEST_08332,15.0
TEST_08333,11.0
TEST_08334,3.0
TEST_08335,10.0
TEST_08336,9.0
TEST_08337,6.0
TEST_08338,10.0
TEST_08339,7.0
TEST_08340,10.0
TEST_08341,11.0
TEST_08342,10.0
TEST_08343,11.0
TEST_08344,10.0
TEST_08345,12.0
TEST_08346,11.0
TEST_08347,9.0
TEST_08348,10.0
TEST_08349,10.0
TEST_08350,16.0
TEST_08351,9.0
TEST_08352,9.0
TEST_08353,10.0
TEST_08354,10.0
TEST_08355,9.0
TEST_08356,12.0
TEST_08357,11.0
TEST_08358,10.0
TEST_08359,10.0
TEST_08360,8.0
TEST_08361,19.0
TEST_08362,9.0
TEST_08363,10.0
TEST_08364,6.0
TEST_08365,2.0
TEST_08366,10.0
TEST_08367,10.0
TEST_08368,9.0
TEST_08369,2.0
TEST_08370,10.0
TEST_08371,10.0
TEST_08372,11.0
TEST_08373,11.0
TEST_08374,10.0
TEST_08375,14.0
TEST_08376,17.0
TEST_08377,10.0
TEST_08378,16.0
TEST_08379,8.0
TEST_08380,12.0
TEST_08381,1.0
TEST_08382,10.0
TEST_08383,10.0
TEST_08384,19.0
TEST_08385,10.0
TEST_08386,11.0
TEST_08387,2.0
TEST_08388,6.0
TEST_08389,10.0
TEST_08390,11.0
TEST_08391,10.0
TEST_08392,8.0
TEST_08393,12.0
TEST_08394,11.0
TEST_08395,12.0
TEST_08396,11.0
TEST_08397,10.0
TEST_08398,10.0
TEST_08399,13.0
TEST_08400,11.0
TEST_08401,11.0
TEST_08402,10.0
TEST_08403,10.0
TEST_08404,11.0
TEST_08405,10.0
TEST_08406,10.0
TEST_08407,11.0
TEST_08408,8.0
TEST_08409,15.0
TEST_08410,12.0
TEST_08411,10.0
TEST_08412,10.0
TEST_08413,12.0
TEST_08414,10.0
TEST_08415,11.0
TEST_08416,10.0
TEST_08417,11.0
TEST_08418,11.0
TEST_08419,10.0
TEST_08420,12.0
TEST_08421,10.0
TEST_08422,11.0
TEST_08423,10.0
TEST_08424,10.0
TEST_08425,10.0
TEST_08426,6.0
TEST_08427,10.0
TEST_08428,20.0
TEST_08429,10.0
TEST_08430,10.0
TEST_08431,12.0
TEST_08432,17.0
TEST_08433,10.0
TEST_08434,11.0
TEST_08435,16.0
TEST_08436,11.0
TEST_08437,11.0
TEST_08438,9.0
TEST_08439,3.0
TEST_08440,11.0
TEST_08441,17.0
TEST_08442,11.0
TEST_08443,11.0
TEST_08444,10.0
TEST_08445,10.0
TEST_08446,11.0
TEST_08447,10.0
TEST_08448,11.0
TEST_08449,3.0
TEST_08450,10.0
TEST_08451,5.0
TEST_08452,10.0
TEST_08453,11.0
TEST_08454,11.0
TEST_08455,10.0
TEST_08456,10.0
TEST_08457,10.0
TEST_08458,8.0
TEST_08459,16.0
TEST_08460,10.0
TEST_08461,10.0
TEST_08462,13.0
TEST_08463,13.0
TEST_08464,10.0
TEST_08465,10.0
TEST_08466,9.0
TEST_08467,11.0
TEST_08468,11.0
TEST_08469,10.0
TEST_08470,11.0
TEST_08471,11.0
TEST_08472,8.0
TEST_08473,12.0
TEST_08474,16.0
TEST_08475,11.0
TEST_08476,12.0
TEST_08477,10.0
TEST_08478,10.0
TEST_08479,7.0
TEST_08480,5.0
TEST_08481,11.0
TEST_08482,11.0
TEST_08483,11.0
TEST_08484,11.0
TEST_08485,12.0
TEST_08486,10.0
TEST_08487,9.0
TEST_08488,11.0
TEST_08489,11.0
TEST_08490,10.0
TEST_08491,11.0
TEST_08492,10.0
TEST_08493,11.0
TEST_08494,11.0
TEST_08495,9.0
TEST_08496,10.0
TEST_08497,11.0
TEST_08498,2.0
TEST_08499,5.0
TEST_08500,10.0
TEST_08501,11.0
TEST_08502,3.0
TEST_08503,7.0
TEST_08504,10.0
TEST_08505,11.0
TEST_08506,10.0
TEST_08507,10.0
TEST_08508,10.0
TEST_08509,11.0
TEST_08510,4.0
TEST_08511,11.0
TEST_08512,2.0
TEST_08513,9.0
TEST_08514,11.0
TEST_08515,15.0
TEST_08516,10.0
TEST_08517,11.0
TEST_08518,12.0
TEST_08519,11.0
TEST_08520,11.0
TEST_08521,11.0
TEST_08522,10.0
TEST_08523,10.0
TEST_08524,10.0
TEST_08525,9.0
TEST_08526,10.0
TEST_08527,11.0
TEST_08528,5.0
TEST_08529,10.0
TEST_08530,11.0
TEST_08531,11.0
TEST_08532,10.0
TEST_08533,10.0
TEST_08534,7.0
TEST_08535,14.0
TEST_08536,10.0
TEST_08537,16.0
TEST_08538,11.0
TEST_08539,10.0
TEST_08540,9.0
TEST_08541,10.0
TEST_08542,11.0
TEST_08543,11.0
TEST_08544,17.0
TEST_08545,10.0
TEST_08546,9.0
TEST_08547,15.0
TEST_08548,10.0
TEST_08549,10.0
TEST_08550,8.0
TEST_08551,10.0
TEST_08552,10.0
TEST_08553,15.0
TEST_08554,15.0
TEST_08555,10.0
TEST_08556,1.0
TEST_08557,7.0
TEST_08558,10.0
TEST_08559,10.0
TEST_08560,11.0
TEST_08561,10.0
TEST_08562,11.0
TEST_08563,10.0
TEST_08564,11.0
TEST_08565,10.0
TEST_08566,3.0
TEST_08567,3.0
TEST_08568,12.0
TEST_08569,10.0
TEST_08570,10.0
TEST_08571,11.0
TEST_08572,10.0
TEST_08573,11.0
TEST_08574,12.0
TEST_08575,16.0
TEST_08576,8.0
TEST_08577,10.0
TEST_08578,1.0
TEST_08579,10.0
